﻿GUID,Key,Text,Translation
219b3a87-2d36-44a0-a1f2-aeefed9f7851,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_autopsy_mentarch.json#Name,Autopsy: Mentarch,Autopsia: Mentarca
876ad2c5-7157-4e6e-bf1f-ac26aa939bdf,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_autopsy_mentarch.json#Description,"The Mentarch is a grotesque alien creature that resembles an enormous fleshy brain with a single oversized eyeball protruding from the front section. As one might expect, this biological tissue is extremely soft and can easily be damaged using only human hands. Strangely, your soldiers report Mentarchs to be surprisingly resilient foes. As even a single shot from a modern rifle could catastrophically damage something so delicate, I can only assume these creatures employ a miniaturised energy shield for protection. The mechanical section of the creature sits within an armoured shell fabricated from Alien Alloys. The innards consist of a sizable Alenium power unit and an extensive array of electronic communication components, plus the integrated weapon system. The design of this weapon appears consistent with a standard Alien Plasma Rifle, but the ability to draw power directly from the Mentarch's power unit allows it to overcharge the emitter and inflict heavier damage than its handheld cousins. A network of vectored thrusters allow the Mentarch to hover in place, or (slowly) propel itself to a new position. Around these thrusters are eight mechanical tentacles that end in fine points, presumably used for manipulating nearby objects when required. DNA sequencing suggests the Mentarch is chimeric - containing genetic material from a number of different sources (indeed, even small quantities of human DNA are present). Sadly, what motivation the aliens may have had for creating such a bizarre creature remains a mystery.","La Mentarca è una grottesca creatura aliena che assomiglia a un enorme cervello carnoso con un unico bulbo oculare sovradimensionato che sporge dalla sezione anteriore. Come ci si potrebbe aspettare, questo tessuto biologico è estremamente morbido e può essere facilmente danneggiato usando solo le mani umane. Stranamente, i tuoi soldati riferiscono che i Mentarchi sono nemici sorprendentemente resistenti. Poiché anche un solo colpo di un fucile moderno potrebbe danneggiare catastroficamente qualcosa di così delicato, posso solo supporre che queste creature impieghino uno scudo di energia miniaturizzato per proteggersi. La sezione meccanica della creatura si trova all'interno di un guscio corazzato fabbricato da Alien Alloys. Le interiora sono costituite da una considerevole unità di alimentazione Alenium e da una vasta gamma di componenti di comunicazione elettronica, oltre al sistema d'arma integrato. Il design di quest' arma sembra coerente con un fucile al plasma alieno standard, ma la capacità di attingere energia direttamente dall'unità di potenza del Mentarch gli consente di sovraccaricare l'emettitore e infliggere danni più pesanti rispetto ai suoi cugini portatili. Una rete di propulsori vettoriali consente al Mentarch di librarsi in posizione o (lentamente) di spingersi in una nuova posizione. Intorno a questi propulsori ci sono otto tentacoli meccanici che terminano in punti fini, presumibilmente utilizzati per manipolare oggetti vicini quando necessario. Il sequenziamento del DNA suggerisce che il Mentarca sia chimerico e contenga materiale genetico proveniente da una serie di fonti diverse (in effetti, sono presenti anche piccole quantità di DNA umano). Purtroppo, quale motivazione possano aver avuto gli alieni per creare una creatura così bizzarra rimane un mistero."
4991a161-13e1-44d0-9fbc-bca1f73f18a6,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_autopsy_psyon.json#Name,Autopsy: Psyon,Autopsia: Psyon
9cf5ebe4-ac53-4047-be6d-563a217916cb,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_autopsy_psyon.json#Description,"Although they are significantly larger and rather more dangerous than the Sectons encountered previously, genetic analysis suggests that these Psyon corpses are in fact exactly the same species as their smaller brethren. My autopsy suggests this is simply sexual dimorphism. The robust bone structure around the torso of a Psyon serves to protect the organs within the chest cavity - the largest of which appears to be a uterus. Thus females of the species appear to have grown larger and stronger than males to better protect their unborn children. One suspects the genders then continued to evolve into steadily more specialised roles. The cranial cavity of the Psyon is more bulbous, housing an unusually large and highly-complex brain that contains several large biological structures of unknown function. Embedded within this are a number of metallic implants of similarly opaque purpose. This means that the raw physical and combat abilities of a Psyon are not dissimilar to that of the average human. However, the vast superiority of extraterrestrial technology means that these creatures are deadly opponents on the battlefield. More concerning still are the purported psionic abilities that give this creature its name. Every soldier that has encountered a Psyon on the battlefield has reported some degree of disorientation, confusion or hallucination creeping into their consciousness. This effect is most acute when looking directly towards the creature - i.e. when attacking it. The idea that extraterrestrial beings are capable of influencing our very thoughts is troubling, Commander. These are clearly fearsome foes.","Sebbene siano significativamente più grandi e piuttosto più pericolosi dei Sectons incontrati in precedenza, l'analisi genetica suggerisce che questi cadaveri di Psyon siano in realtà esattamente la stessa specie dei loro fratelli più piccoli. La mia autopsia suggerisce che si tratta semplicemente di dimorfismo sessuale. La robusta struttura ossea intorno al tronco di uno Psyon serve a proteggere gli organi all'interno della cavità toracica, il più grande dei quali sembra essere un utero. Così le femmine della specie sembrano essere cresciute più grandi e più forti dei maschi per proteggere meglio i loro bambini non ancora nati. Si sospetta che i generi abbiano poi continuato ad evolversi in ruoli sempre più specializzati. La cavità cranica dello Psyon è più bulbosa, ospitando un cervello insolitamente grande e altamente complesso che contiene diverse grandi strutture biologiche di funzione sconosciuta. All'interno di questo sono incorporati una serie di impianti metallici di scopo altrettanto opaco. Ciò significa che le capacità fisiche e di combattimento di uno Psyon non sono dissimili da quelle dell'essere umano medio. Tuttavia, la grande superiorità della tecnologia extraterrestre significa che queste creature sono avversari mortali sul campo di battaglia. Ancora più preoccupanti sono le presunte abilità psioniche che danno il nome a questa creatura. Ogni soldato che ha incontrato uno Psyon sul campo di battaglia ha riportato un certo grado di disorientamento, confusione o allucinazione che si è insinuato nella loro coscienza. Questo effetto è più acuto quando si guarda direttamente verso la creatura - cioè quando lo si attacca. L'idea che gli esseri extraterrestri siano in grado di influenzare i nostri stessi pensieri è preoccupante, Comandante. Questi sono chiaramente nemici temibili."
fbfd06fd-a76f-4ff3-9271-f717f2ba54f6,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_autopsy_reaper.json#Name,Autopsy: Reaper,Autopsia: Mietitore
06d08d9e-cf9d-4b26-9954-a7936062d991,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_autopsy_reaper.json#Description,"The Reaper is a biological weapon of mass destruction - an insectoid nightmare with a horrifying method of reproduction and chitin blades strong enough to pierce steel. These parasitic creatures implant their larvae inside dying organisms, leaving them shambling around in a state of damned half-life while being metabolised from within by the gestating larva. After an implausibly short period, a fully-developed Reaper will emerge from the remnants of its host and begin to search for fresh victims. Reapers are well-adapted to the task of finding and infesting their targets. They have highly developed sensory organs and can move across the battlefield with inhuman speed, utterly fearless in the pursuit of their prey (and thus impossible to suppress). They hunt using a pair of retractable chitin spears sheathed atop their forearms. These can be extended forward with astonishing force, easily piercing most armour. A muscular contraction then injects a larva along the hollow interior and into the wound. Should good fortune (or adequate protective gear) somehow allow the victim to survive, these are easy to remove - but in most cases a single attack will prove fatal. The alarming potential for these creatures to multiply rapidly on the battlefield should thus be obvious, especially in environments where large numbers of civilians are present. Thankfully, these primal horrors lack ranged weaponry and have only rudimentary swarm intelligence. They are therefore as harmless at distance as they are deadly up close.","Il Mietitore è un'arma biologica di distruzione di massa, un incubo insettoide con un orribile metodo di riproduzione e lame di chitina abbastanza forti da perforare l'acciaio. Queste creature parassite impiantano le loro larve all'interno di organismi morenti, lasciandole vagare in uno stato di dannata emivita mentre vengono metabolizzate dall'interno dalla larva in gestazione. Dopo un periodo inverosimilmente breve, un Mietitore completamente sviluppato emergerà dai resti del suo ospite e inizierà a cercare nuove vittime. I mietitori sono ben adattati al compito di trovare e infestare i loro bersagli. Hanno organi sensoriali altamente sviluppati e possono muoversi sul campo di battaglia con velocità disumana, assolutamente senza paura nella ricerca della loro preda (e quindi impossibili da sopprimere). Cacciano usando un paio di lance chitiniche retrattili inguainate sopra gli avambracci. Questi possono essere estesi in avanti con una forza sorprendente, perforando facilmente la maggior parte delle armature. Una contrazione muscolare inietta quindi una larva lungo l'interno cavo e nella ferita. Se la buona sorte (o un adeguato equipaggiamento protettivo) in qualche modo permettesse alla vittima di sopravvivere, questi sono facili da rimuovere, ma nella maggior parte dei casi un singolo attacco si rivelerà fatale. L'allarmante potenziale di queste creature di moltiplicarsi rapidamente sul campo di battaglia dovrebbe quindi essere evidente, soprattutto in ambienti in cui è presente un gran numero di civili. Per fortuna, questi orrori primordiali mancano di armi a distanza e hanno solo un'intelligenza rudimentale dello sciame. Sono quindi tanto innocui a distanza quanto mortali da vicino."
5ca587cd-1f10-403b-8f14-ec17a0d043ec,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_autopsy_sebillian.json#Name,Autopsy: Sebillian,Autopsia: sebilliana
d676648e-3594-4a97-8d79-6708a8a48914,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_autopsy_sebillian.json#Description,"The reptilian creature known as the Sebillian is an imposing physical specimen, standing roughly two meters tall and weighing almost one hundred and fifty kilograms. It appears to be warm-blooded, with sharp claws and savage teeth that imply a carnivorous diet and predatory origin. The majority of this body mass can be attributed to the unusually heavy skeleton and scaled hide of the creature, with the remainder consisting largely of raw muscle. Unsurprisingly, this hulking physique makes the creature rather difficult to kill in battle. Furthermore, rumours are circulating among your soldiers that Sebillians possess some form of rapid regenerative ability. This appears a plausible claim, given almost ten percent of their blood consists of coagulants and unspecialised stem cells - although capturing a live specimen should allow us to verify the facts of the matter. Despite its fearsome appearance, the subject possesses a well-developed brain that implies only slightly less intelligence than an average human (i.e. similar to one of our engineers). However these creatures are reportedly ponderous by nature, and react slowly to unexpected situational changes. Thankfully, the remarkable physical attributes of a Sebillian are somewhat offset by their vision - which is superb at short distances, but rapidly becomes indistinct as range increases (perhaps implying the natural habitat of these creatures is thick vegetation). Sebillians are thus best engaged at distance, beyond the reach of their deadly claws and where their marksmanship is compromised by their poor eyesight. ","La creatura rettiliana nota come Sebilliano è un imponente esemplare fisico, alto circa due metri e pesante quasi centocinquanta chilogrammi. Sembra essere a sangue caldo, con artigli affilati e denti selvaggi che implicano una dieta carnivora e di origine predatoria. La maggior parte di questa massa corporea può essere attribuita allo scheletro insolitamente pesante e alla pelle squamata della creatura, mentre il resto è costituito in gran parte da muscoli crudi. Non sorprende che questo fisico imponente renda la creatura piuttosto difficile da uccidere in battaglia. Inoltre, circolano voci tra i tuoi soldati che i Sebilliani possiedano una qualche forma di rapida capacità rigenerativa. Questa sembra un'affermazione plausibile, dato che quasi il dieci percento del loro sangue è costituito da coagulanti e cellule staminali non specializzate, sebbene la cattura di un campione vivo dovrebbe consentirci di verificare i fatti della questione. Nonostante il suo aspetto temibile, il soggetto possiede un cervello ben sviluppato che implica solo un po' meno intelligenza di un essere umano medio (cioè simile a uno dei nostri ingegneri). Tuttavia, secondo quanto riferito, queste creature sono pesanti per natura e reagiscono lentamente a cambiamenti situazionali imprevisti. Per fortuna, i notevoli attributi fisici di un Sebilliano sono in qualche modo compensati dalla loro visione - che è superba a brevi distanze, ma diventa rapidamente indistinta all'aumentare della distanza (forse il che implica che l'habitat naturale di queste creature è una fitta vegetazione). I sebilliani sono quindi meglio impegnati a distanza, al di là della portata dei loro artigli mortali e dove la loro abilità nel tiro è compromessa dalla loro scarsa vista. "
866e7d30-ad1d-47d7-94c1-89faaa0f82d3,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_autopsy_secton.json#Name,Autopsy: Secton,Autopsia: Secton
ac7c925c-531f-45fd-afa7-feeb8bb953ab,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_autopsy_secton.json#Description,"Sightings of diminutive extraterrestrials with pallid grey skin and oversized black eyes are a common thread among eyewitness reports of alien activity. It appears we may have encountered the culprits. A Secton stands less than five feet tall and possesses substantially less muscle mass than the average human adult. Their physiology is nonetheless fascinatingly similar to our own, with mammalian circulatory system and (largely) recognisable internal organs. The head contains the most significant differences. The brain is relatively large and has a distinctly unfamiliar structure, while the eyes are at least three times the size of the human equivalent. Unsurprisingly, this grants Sectons excellent vision. The mouth is present, but is underdeveloped and hidden below several folds of skin. The teeth suggest an omnivorous diet, yet no food is present in the stomach - instead, a number of metal ports are dotted around the spine. However they evolved, it appears these creatures now receive their nutrition directly into their bloodstream. Battlefield reports suggest Sectons can cover ground quickly but are generally weak combatants, with average accuracy and reflexes and otherwise poor physical attributes. Yet they also become markedly more formidable when encountered in groups, somehow placing their shots with unerring accuracy whenever a fellow Secton is nearby. Though these creatures should not be underestimated, one nonetheless suspects we will encounter rather more deadly extraterrestrials in due course.","Gli avvistamenti di minuscoli extraterrestri con pelle grigia pallida e occhi neri di grandi dimensioni sono un filo conduttore tra i rapporti di testimoni oculari di attività aliena. Sembra che potremmo aver incontrato i colpevoli. Un Secton è alto meno di un metro e mezzo e possiede una massa muscolare sostanzialmente inferiore rispetto all'adulto umano medio. La loro fisiologia è comunque affascinantemente simile alla nostra, con il sistema circolatorio dei mammiferi e gli organi interni (in gran parte) riconoscibili. La testa contiene le differenze più significative. Il cervello è relativamente grande e ha una struttura spiccatamente sconosciuta, mentre gli occhi sono almeno tre volte più grandi dell'equivalente umano. Non sorprende che questo garantisca a Sectons una visione eccellente. La bocca è presente, ma è sottosviluppata e nascosta sotto diverse pieghe della pelle. I denti suggeriscono una dieta onnivora, ma nessun cibo è presente nello stomaco - invece, un certo numero di porte metalliche sono sparse lungo la colonna vertebrale. Comunque si siano evolute, sembra che queste creature ora ricevano il loro nutrimento direttamente nel loro flusso sanguigno. I rapporti di Battlefield suggeriscono che i Secton possono coprire rapidamente il terreno, ma sono generalmente combattenti deboli, con precisione e riflessi medi e attributi fisici altrimenti scadenti. Eppure diventano anche notevolmente più formidabili quando si incontrano in gruppo, in qualche modo piazzando i loro colpi con infallibile precisione ogni volta che un altro Secton è nelle vicinanze. Anche se queste creature non dovrebbero essere sottovalutate, si sospetta comunque che incontreremo extraterrestri un po' più mortali a tempo debito."
de704c15-8c75-4194-9e51-97ac0f97ba23,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_autopsy_wraith.json#Name,Autopsy: Wraith,Autopsia: Spettro
c5e68a16-9402-4365-bbb5-d1a904c5c193,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_autopsy_wraith.json#Description,"Wraiths are an extraterrestrial lifeform of probable amphibious origin. These peculiar creatures are deadly opponents on the battlefield, possessing great intelligence, remarkable agility and excellent vision. The physique of a Wraith is slim and rangy, with elongated triple-jointed legs that appear better suited to swimming than running. Their head is disproportionately large, with well-developed eyes and an omnivorous mouth. Two luminous fleshy protrusions of unknown function on either side of the cranium. The autopsy revealed a number of hardened alloy plates surgically inserted just below the skin in various locations around the body. This sub-dermal armour renders these creatures relatively hardy combatants, despite their otherwise lightweight physiology. Wraiths earn their name from the remarkable ""cloaking"" abilities that make them rather difficult to hit (as your soldiers can attest). Their chameleonic skin can instantly change colour to match the surroundings, and their armour and weapons incorporate tiny optical projectors that allow them to mimic this behaviour. However, this cloaking effect has limitations - primarily that it is unconvincing at short range, where the shimmer and visual imperfections are more easily spotted. Inflicting damage reportedly also causes temporary disruption to the camouflage, leaving the Wraith vulnerable to further attacks for a short period. Nonetheless, Wraiths are skilled and versatile combatants with few weaknesses - we should treat them with the respect they deserve.","I Wraith sono una forma di vita extraterrestre di probabile origine anfibia. Queste creature peculiari sono avversari mortali sul campo di battaglia, in possesso di grande intelligenza, notevole agilità e ottima visione. Il fisico di un Wraith è snello e irregolare, con gambe allungate a tripla articolazione che sembrano più adatte al nuoto che alla corsa. La testa è sproporzionatamente grande, con occhi ben sviluppati e bocca onnivora. Due protrusioni carnose luminose di funzione sconosciuta su entrambi i lati del cranio. L'autopsia ha rivelato una serie di piastre in lega indurita inserite chirurgicamente appena sotto la pelle in varie posizioni intorno al corpo. Questa armatura sub-dermica rende queste creature combattenti relativamente resistenti, nonostante la loro fisiologia altrimenti leggera. I Wraith guadagnano il loro nome dalle notevoli capacità di ""occultamento"" che li rendono piuttosto difficili da colpire (come i tuoi soldati possono attestare). La loro pelle camaleontica può cambiare immediatamente colore per adattarsi all'ambiente circostante, e le loro armature e armi incorporano minuscoli proiettori ottici che consentono loro di imitare questo comportamento. Tuttavia, questo effetto di occultamento ha dei limiti, principalmente il fatto che non è convincente a breve distanza, dove lo scintillio e le imperfezioni visive sono più facilmente individuabili. Secondo quanto riferito, infliggere danni causa anche un'interruzione temporanea del camuffamento, lasciando i Wraith vulnerabili a ulteriori attacchi per un breve periodo. Tuttavia, i Wraith sono combattenti abili e versatili con poche debolezze: dovremmo trattarli con il rispetto che meritano."
21325e87-d4f2-4302-aa3a-3898fcd28a80,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_building_alenium_generator.json#Name,Alenium Power,Alenium Power
31321800-6835-4f17-9ad1-e4f94b56b948,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_building_alenium_generator.json#Description,"There are several methods one can use to draw out the vast reserves of power contained within Alenium, each varying greatly in efficiency and complexity. The easiest method of extracting energy is simply to place a pair of electrodes anywhere on the Alenium crystal - literally plugging it into a circuit as if it were a battery. The substance will then output a constant flow of electricity that is proportional to the size of the sample used. Unfortunately, this process will also cause it to radiate away significant amounts of excess energy as light and heat. This is merely wasteful and inefficient when using small quantities of Alenium, but with larger amounts it begins to become dangerous. This approach is thus best suited for use in smaller devices, such as the weapons and equipment used by your soldiers. Although energy efficiency is less than thirty percent, the space efficiency and low overall weight usually make up for this. By contrast, in situations where size and weight are less of a constraint, one can achieve greater safety and performance by constructing a ""reactor"" around the Alenium. This captures the excess heat and converts it into electricity, which almost doubles the effectiveness of the process. Indeed, the extraordinary energy output of these reactors may allow a quantum leap in the performance of our aircraft; I shall shortly begin preparing research proposals for new craft capable of putting them to use. Yet most efficient of all are nitrogen-cooled Alenium ""generators"", which add delicate arrays of photovoltaic cells to bring conversion rates of energy into electricity up above eighty percent. Though far too bulky for general use, one suspects they would make an excellent replacement for the diesel turbines in our existing Generator rooms.","Esistono diversi metodi per estrarre le vaste riserve di energia contenute in Alenium, ognuna delle quali varia notevolmente in termini di efficienza e complessità. Il metodo più semplice per estrarre energia è semplicemente posizionare un paio di elettrodi ovunque sul cristallo di Alenium, collegandolo letteralmente a un circuito come se fosse una batteria. La sostanza emetterà quindi un flusso costante di elettricità proporzionale alla dimensione del campione utilizzato. Sfortunatamente, questo processo causerà anche l'irradiazione di quantità significative di energia in eccesso sotto forma di luce e calore. Questo è semplicemente uno spreco e inefficiente quando si utilizzano piccole quantità di Alenium, ma con quantità maggiori inizia a diventare pericoloso. Questo approccio è quindi più adatto per l'uso in dispositivi più piccoli, come le armi e le attrezzature utilizzate dai tuoi soldati. Sebbene l'efficienza energetica sia inferiore al trenta percento, l'efficienza dello spazio e il basso peso complessivo di solito compensano questo. Al contrario, in situazioni in cui le dimensioni e il peso sono meno vincolanti, è possibile ottenere una maggiore sicurezza e prestazioni costruendo un ""reattore"" attorno all'Alenium. Questo cattura il calore in eccesso e lo converte in elettricità, il che raddoppia quasi l'efficacia del processo. In effetti, la straordinaria produzione di energia di questi reattori può consentire un salto di qualità nelle prestazioni dei nostri aerei; inizierò a breve a preparare proposte di ricerca per nuovi velivoli in grado di metterli in uso. Eppure i più efficienti di tutti sono i ""generatori"" Alenium raffreddati ad azoto, che aggiungono delicati array di celle fotovoltaiche per portare i tassi di conversione di energia in elettricità oltre l'ottanta per cento. Anche se troppo ingombranti per l'uso generale, si sospetta che sarebbero un ottimo sostituto per le turbine diesel nelle nostre sale generatori esistenti."
240bd3b4-85fa-4f66-bcdd-6a506a6b7117,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_cleaner_2.json#Name,Cleaner Operations,Operazioni di pulizia
b39632b7-60c4-46cb-918b-7a726383756c,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_cleaner_2.json#Description,"Hey, Commander - good work recovering all this data. I'm still sifting through it, but it looks like you've provided me enough loose threads to begin unraveling the entire Cleaner control network. The bad news is that it's a lot harder than I expected; they're using almost a dozen obscure (but highly classified) government intelligence agencies to disguise their operations and hide their chain of command. Realistically, we need to assume those agencies have been subverted and are fully under alien control. How extraterrestrial influence reaches this deep, I'm not sure - but I certainly don't like the implications. Although digging into classified entities isn't exactly easy, I've seen enough to suggest we're dealing with potentially thousands of Cleaners. They seem to mostly work in small field teams that receive orders and supplies directly from their regional command cell, operating independently of other teams in the area. This structure ensures a captured agent cannot compromise the wider organisation, but has its own vulnerabilities. Eliminating a command cell would effectively knock out Cleaner operations in the entire region - their field teams would be left without orders, starved of supplies, and unable to link up with one another. We don't know the exact location of these regional command cells yet, but once I make enough progress cracking the structure of the Cleaner network it should become obvious. I'll mark them on the Geoscape as soon as I have a fix. Ultimately, though, our goal is to find their headquarters. This would give us the opportunity to decapitate their entire organisation with a single strike - probably the only way to put an end to the Cleaner threat for good.","Ehi, Comandante, ottimo lavoro nel recuperare tutti questi dati. Lo sto ancora setacciando, ma sembra che tu mi abbia fornito abbastanza fili sciolti per iniziare a svelare l'intera rete di controllo di Cleaner. La cattiva notizia è che è molto più difficile di quanto mi aspettassi; stanno usando quasi una dozzina di agenzie di intelligence governative oscure (ma altamente classificate) per mascherare le loro operazioni e nascondere la loro catena di comando. Realisticamente, dobbiamo presumere che quelle agenzie siano state sovvertite e siano completamente sotto il controllo alieno. Non sono sicuro di come l'influenza extraterrestre raggiunga questa profondità, ma di certo non mi piacciono le implicazioni. Sebbene scavare nelle entità classificate non sia esattamente facile, ho visto abbastanza per suggerire che abbiamo a che fare con potenzialmente migliaia di addetti alle pulizie. Sembrano lavorare principalmente in piccole squadre sul campo che ricevono ordini e forniture direttamente dalla loro cellula di comando regionale, operando indipendentemente da altre squadre nella zona. Questa struttura garantisce che un agente acquisito non possa compromettere l'organizzazione più ampia, ma abbia le proprie vulnerabilità. L'eliminazione di una cellula di comando avrebbe effettivamente messo fuori uso le operazioni di pulizia nell'intera regione: le loro squadre sul campo sarebbero rimaste senza ordini, affamate di rifornimenti e incapaci di connettersi l'una con l'altra. Non conosciamo ancora la posizione esatta di queste celle di comando regionali, ma una volta che avrò fatto abbastanza progressi per rompere la struttura della rete Cleaner, dovrebbe diventare ovvio. Li segnerò sul Geoscape non appena avrò una soluzione. In definitiva, però, il nostro obiettivo è trovare il loro quartier generale. Questo ci darebbe l'opportunità di decapitare la loro intera organizzazione con un solo colpo - probabilmente l'unico modo per porre fine alla minaccia Cleaner per sempre."
e9b943b3-4c21-485f-aaf7-f5b0d21f35b2,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_cleaner_4.json#Name,Cleaner Headquarters,Sede dell'addetto alle pulizie
9f61ce77-78b5-46e0-82d7-df8199000f30,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_cleaner_4.json#Description,"We're done, Commander - we've decrypted the entire Cleaner network. We now know exactly how every part of their organisation connects together. This makes it much easier for my agents to interfere with their plans, so you can expect to see Cleaner operations causing a lot less panic than before. But we also now have the opportunity to eliminate them entirely. The Cleaners have their headquarters in a hardened military facility buried deep beneath the volanic rock of Iceland. It was originally constructed by the United States to serve as a clandestine nuclear silo, but was hurriedly abandoned in 1962 once the pesky locals figured out what the ""research outpost"" actually was. It's not clear when the base was reactivated. In fact, there's no reports of activity in the area at all, which is pretty concerning - the Cleaners are somehow operating completely undetected by both Western and Soviet intelligence agencies. Trust me, that isn't easy. The captured data indicates that the regional command cells are regularly moving large quantities of supplies to the headquarters, and you just can't hide that sort of thing from satellites. Yet they have. There's something strange going on, Commander. We've got absolutely no idea what's waiting for your men inside that facility, so you need to be careful ... but I want answers, and I want revenge. I've marked the mission site on the Geoscape for whenever you feel ready.","Abbiamo finito, Comandante - abbiamo decrittografato l'intera rete Cleaner. Ora sappiamo esattamente come ogni parte della loro organizzazione si connette insieme. Ciò rende molto più facile per i miei agenti interferire con i loro piani, quindi puoi aspettarti di vedere operazioni più pulite che causano molto meno panico di prima. Ma ora abbiamo anche l'opportunità di eliminarli completamente. I Cleaners hanno il loro quartier generale in una struttura militare indurita sepolta in profondità sotto la roccia vulcanica dell'Islanda. Fu originariamente costruito dagli Stati Uniti per fungere da silo nucleare clandestino, ma fu abbandonato in fretta nel 1962 una volta che i fastidiosi locali capirono cosa fosse in realtà l '""avamposto di ricerca"". Non è chiaro quando la base sia stata riattivata. In effetti, non ci sono rapporti di attività nella zona, il che è piuttosto preoccupante: gli addetti alle pulizie operano in qualche modo completamente inosservati dalle agenzie di intelligence occidentali e sovietiche. Credimi, non è facile. I dati acquisiti indicano che le cellule di comando regionali spostano regolarmente grandi quantità di rifornimenti al quartier generale, e non puoi nascondere questo genere di cose dai satelliti. Eppure l'hanno fatto. Sta succedendo qualcosa di strano, Comandante. Non abbiamo assolutamente idea di cosa aspettino i tuoi uomini all'interno di quella struttura, quindi devi stare attento ... ma voglio risposte e voglio vendetta. Ho segnato il sito della missione sul Geoscape per ogni volta che ti senti pronto."
b25998bb-6383-4d90-8eb3-bbb5bd2ce43c,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_cleaner_5.json#Name,Cleaner Origins,Origini del detergente
dcabf52c-a302-4604-ba43-b9727fa1f327,xenonauts-:-null.null-::-xenopedia_entries/xenopedia_cleaner_5.json#Description,"I've found more than a few surprises in the Cleaner archives, Commander - the biggest being that humanity has apparently been aware of our alien foes for decades. Turns out we're not even the first organisation established to monitor them. In 1962, the wreckage of an alien spacecraft was discovered embedded in a glacier by construction teams working on the very facility your soldiers just captured. The Soviets discovering the Americans were trying to ship the remains back to the States was the real cause of the ""Iceland Incident"" that nearly sparked World War III. Instead, they jointly established EXDEF - a clandestine organisation tasked with studying the crashed UFO and preparing humanity's defences against a possible invasion. With their existence classified at the highest level, a global network of front agencies was created so they could operate without raising suspicion. Looks like their research work was highly successful, and most of the extraordinary scientific progress in recent decades was actually built upon knowledge gleaned from fragments of extraterrestrial technology (in fact, this might explain why our scientists have found alien equipment so easy to reverse-engineer). Unfortunately, they clearly proved less successful at defending our planet. The warped remnants of EXDEF have now become the Cleaners, serving the very enemies they were intended to protect us against. It's not clear what happened to them, but whatever it was seems connected to the enormous high-tech device they had built in their main laboratory. I've no idea what it is (every file related to the project is heavily encrypted), but the archives come to an abrupt end within a week of it being completed. I'll turn what I have over to our Chief Scientist - perhaps he can get to the bottom of it. In the meantime, I've uploaded some of the interview transcripts I found in the EXDEF archives to the Xenopedia. Maybe you'll find them interesting.","Ho trovato più di qualche sorpresa negli archivi di Cleaner, Comandante - la più grande è che l'umanità è apparentemente a conoscenza dei nostri nemici alieni da decenni. A quanto pare non siamo nemmeno la prima organizzazione istituita per monitorarli. Nel 1962, il relitto di un'astronave aliena fu scoperto incorporato in un ghiacciaio da squadre di costruzione che lavoravano proprio sulla struttura che i tuoi soldati avevano appena catturato. I sovietici, scoprendo che gli americani stavano cercando di rispedire i resti negli Stati Uniti, furono la vera causa dell '""Incidente d'Islanda"" che quasi scatenò la Terza Guerra Mondiale. Invece, hanno fondato congiuntamente EXDEF - un'organizzazione clandestina incaricata di studiare l'UFO schiantato e preparare le difese dell'umanità contro una possibile invasione. Con la loro esistenza classificata al più alto livello, è stata creata una rete globale di agenzie di facciata in modo che potessero operare senza destare sospetti. Sembra che il loro lavoro di ricerca abbia avuto un grande successo e che la maggior parte degli straordinari progressi scientifici degli ultimi decenni sia stata effettivamente costruita sulla conoscenza raccolta da frammenti di tecnologia extraterrestre (in effetti, questo potrebbe spiegare perché i nostri scienziati hanno trovato attrezzature aliene così facili da decodificare). Sfortunatamente, si sono chiaramente dimostrati meno efficaci nel difendere il nostro pianeta. I resti deformati di EXDEF sono ora diventati i Pulitori, al servizio degli stessi nemici da cui dovevano proteggerci. Non è chiaro cosa sia successo loro, ma qualunque cosa fosse sembra collegata all'enorme dispositivo ad alta tecnologia che avevano costruito nel loro laboratorio principale. Non ho idea di cosa sia (ogni file relativo al progetto è fortemente crittografato), ma gli archivi terminano bruscamente entro una settimana dal completamento. Consegnerò ciò che ho al nostro Capo Scienziato - forse può andare a fondo della questione. Nel frattempo, ho caricato alcune delle trascrizioni delle interviste che ho trovato negli archivi EXDEF sulla Xenopedia. Forse li troverai interessanti."
